Date,Close
2/01/2019,130.33787536621094
3/01/2019,130.08677673339844
4/01/2019,129.22425842285156
7/01/2019,128.02964782714844
8/01/2019,126.66902923583984
9/01/2019,125.23799133300781
10/01/2019,123.7907943725586
11/01/2019,122.35790252685547
14/01/2019,120.9560317993164
15/01/2019,119.59390258789062
16/01/2019,118.27572631835938
17/01/2019,117.00305938720703
18/01/2019,115.77586364746094
22/01/2019,114.59323120117188
23/01/2019,113.45369720458984
24/01/2019,112.35543823242188
25/01/2019,111.29652404785156
28/01/2019,110.27499389648438
29/01/2019,109.288818359375
30/01/2019,108.33605194091797
31/01/2019,107.41481018066406
1/02/2019,106.5233154296875
4/02/2019,105.6598892211914
5/02/2019,104.82298278808594
6/02/2019,104.01113891601562
7/02/2019,103.22298431396484
8/02/2019,102.45729064941406
11/02/2019,101.71293640136719
12/02/2019,100.98884582519531
13/02/2019,100.28406524658203
14/02/2019,99.59769439697266
15/02/2019,98.92890930175781
19/02/2019,98.27694702148438
20/02/2019,97.64112854003906
21/02/2019,97.02078247070312
22/02/2019,96.4153060913086
25/02/2019,95.82411193847656
26/02/2019,95.24668884277344
27/02/2019,94.68253326416016
28/02/2019,94.13114929199219
1/03/2019,93.59211730957031
4/03/2019,93.06502532958984
5/03/2019,92.54945373535156
6/03/2019,92.04505157470703
7/03/2019,91.55144500732422
8/03/2019,91.06831359863281
11/03/2019,90.59530639648438
12/03/2019,90.13211822509766
13/03/2019,89.67843627929688
14/03/2019,89.2339859008789
15/03/2019,88.79850769042969
18/03/2019,88.37174224853516
19/03/2019,87.95342254638672
20/03/2019,87.54329681396484
21/03/2019,87.14115142822266
22/03/2019,86.74676513671875
25/03/2019,86.35992431640625
26/03/2019,85.98038482666016
27/03/2019,85.60796356201172
28/03/2019,85.24246978759766
29/03/2019,84.88372802734375
1/04/2019,84.53158569335938
2/04/2019,84.18584442138672
3/04/2019,83.8463363647461
4/04/2019,83.51290893554688
5/04/2019,83.18540954589844
8/04/2019,82.86367797851562
9/04/2019,82.5475845336914
10/04/2019,82.23699951171875
11/04/2019,81.9317626953125
12/04/2019,81.63175964355469
15/04/2019,81.33686065673828
16/04/2019,81.04695892333984
17/04/2019,80.76191711425781
18/04/2019,80.48162841796875
22/04/2019,80.20600128173828
23/04/2019,79.93489837646484
24/04/2019,79.66824340820312
25/04/2019,79.40591430664062
26/04/2019,79.14784240722656
29/04/2019,78.89390563964844
30/04/2019,78.64402770996094
1/05/2019,78.39811706542969
2/05/2019,78.15608978271484
3/05/2019,77.9178466796875
6/05/2019,77.68334197998047
7/05/2019,77.45246887207031
8/05/2019,77.22515869140625
9/05/2019,77.00133514404297
10/05/2019,76.78093719482422
13/05/2019,76.56388092041016
14/05/2019,76.35010528564453
15/05/2019,76.1395492553711
16/05/2019,75.93212890625
17/05/2019,75.7278060913086
20/05/2019,75.5265121459961
21/05/2019,75.32817077636719
22/05/2019,75.13275909423828
23/05/2019,74.94017028808594
24/05/2019,74.75040435791016
28/05/2019,74.56336975097656
29/05/2019,74.37903594970703
30/05/2019,74.19734954833984
31/05/2019,74.01824188232422
3/06/2019,73.84168243408203
4/06/2019,73.6676254272461
5/06/2019,73.49601745605469
6/06/2019,73.32681274414062
7/06/2019,73.15997314453125
10/06/2019,72.9954605102539
11/06/2019,72.83322143554688
12/06/2019,72.6732177734375
13/06/2019,72.51541900634766
14/06/2019,72.35977935791016
17/06/2019,72.20626068115234
18/06/2019,72.05482482910156
19/06/2019,71.90544891357422
20/06/2019,71.75807189941406
21/06/2019,71.6126937866211
24/06/2019,71.46924591064453
25/06/2019,71.32772064208984
26/06/2019,71.18807220458984
27/06/2019,71.05027770996094
28/06/2019,70.91429901123047
1/07/2019,70.78010559082031
2/07/2019,70.6476821899414
3/07/2019,70.51697540283203
5/07/2019,70.38798522949219
8/07/2019,70.26065826416016
9/07/2019,70.13499450683594
10/07/2019,70.01094055175781
11/07/2019,69.88848114013672
12/07/2019,69.76759338378906
15/07/2019,69.64825439453125
16/07/2019,69.53043365478516
17/07/2019,69.41411590576172
18/07/2019,69.29926300048828
19/07/2019,69.18585968017578
22/07/2019,69.07389831542969
23/07/2019,68.96333312988281
24/07/2019,68.85415649414062
25/07/2019,68.74634552001953
26/07/2019,68.6398696899414
29/07/2019,68.53471374511719
30/07/2019,68.43087768554688
31/07/2019,68.32830810546875
1/08/2019,68.22701263427734
2/08/2019,68.12696075439453
5/08/2019,68.02813720703125
6/08/2019,67.9305191040039
7/08/2019,67.83409118652344
8/08/2019,67.73883819580078
9/08/2019,67.64473724365234
12/08/2019,67.5517807006836
13/08/2019,67.45995330810547
14/08/2019,67.36923217773438
15/08/2019,67.27959442138672
16/08/2019,67.19102478027344
19/08/2019,67.1035385131836
20/08/2019,67.01708221435547
21/08/2019,66.9316635131836
22/08/2019,66.84725952148438
23/08/2019,66.76384735107422
26/08/2019,66.68143463134766
27/08/2019,66.59999084472656
28/08/2019,66.5195083618164
29/08/2019,66.43997955322266
30/08/2019,66.36136627197266
3/09/2019,66.28369140625
4/09/2019,66.20692443847656
5/09/2019,66.13105010986328
6/09/2019,66.0560531616211
9/09/2019,65.98194122314453
10/09/2019,65.90867614746094
11/09/2019,65.83627319335938
12/09/2019,65.76469421386719
13/09/2019,65.6939468383789
16/09/2019,65.62401580810547
17/09/2019,65.55489349365234
18/09/2019,65.48655700683594
19/09/2019,65.41900634765625
20/09/2019,65.35222625732422
23/09/2019,65.28621673583984
24/09/2019,65.22095489501953
25/09/2019,65.15643310546875
26/09/2019,65.09264373779297
27/09/2019,65.02957916259766
30/09/2019,64.96723175048828
1/10/2019,64.90558624267578
2/10/2019,64.84463500976562
3/10/2019,64.78437805175781
4/10/2019,64.72479248046875
7/10/2019,64.66587829589844
8/10/2019,64.60762786865234
9/10/2019,64.5500259399414
10/10/2019,64.49307250976562
11/10/2019,64.4367446899414
14/10/2019,64.38105773925781
15/10/2019,64.32598876953125
16/10/2019,64.27152252197266
17/10/2019,64.2176742553711
18/10/2019,64.16441345214844
21/10/2019,64.11174774169922
22/10/2019,64.05966186523438
23/10/2019,64.0081558227539
24/10/2019,63.95720672607422
25/10/2019,63.90682601928711
28/10/2019,63.85700225830078
29/10/2019,63.80772018432617
30/10/2019,63.75898361206055
31/10/2019,63.710777282714844
1/11/2019,63.6630973815918
4/11/2019,63.61594009399414
5/11/2019,63.569297790527344
6/11/2019,63.523162841796875
7/11/2019,63.477535247802734
8/11/2019,63.43239974975586
11/11/2019,63.38775634765625
12/11/2019,63.343589782714844
13/11/2019,63.29991149902344
14/11/2019,63.2567024230957
15/11/2019,63.213958740234375
18/11/2019,63.17168045043945
19/11/2019,63.129859924316406
20/11/2019,63.08848190307617
21/11/2019,63.04755783081055
22/11/2019,63.00707244873047
25/11/2019,62.967018127441406
26/11/2019,62.927391052246094
27/11/2019,62.8881950378418
